userID,appid,rating
2631,878820,4
1207,351990,3
196,371010,5
1106,315330,4
2021,371520,3
2237,391410,3
3922,201290,4
1229,299340,5
1682,418430,5
3154,314350,4
2449,707850,3
3114,892440,4
206,323190,1
1195,422610,5
1842,489630,5
1159,510380,5
3991,505640,5
2287,328440,5
3959,624460,4
3540,411310,4
2261,490910,4
3832,376250,4
1762,296590,5
3083,708190,5
1095,755320,3
2561,1004310,3
3049,893590,4
1437,801150,4
3267,649300,5
1268,3910,5
2641,889730,5
2173,874200,5
3117,295990,5
3628,1045300,5
11,419080,2
719,668830,1
1408,743640,4
2030,839370,4
2423,817470,2
2971,520470,5
3811,387270,3
1752,805720,5
1064,251910,5
2545,758250,5
2928,725340,4
2023,22000,1
3423,577560,2
3224,25930,5
3170,369390,5
1047,765470,5
1876,365240,2
3383,980320,5
2385,529700,1
2725,810550,4
54,296240,4
1057,606300,5
95,877380,4
2509,719140,4
2610,63940,5
1395,216670,4
1488,17120,4
359,269290,2
2916,952850,4
1340,661280,5
485,511820,5
137,535410,4
786,659870,5
276,209690,3
2555,787100,5
1097,46830,3
40,387450,4
2623,701870,5
1699,531680,3
677,923710,4
1468,434460,3
1541,250540,3
625,73190,4
3931,732470,5
1872,562470,2
1716,656510,4
3236,1020340,5
1734,1011760,5
1349,691690,3
818,423580,4
3732,745420,4
2915,819210,4
3706,370060,5
2308,391280,4
1838,372190,5
73,224480,5
2793,805720,4
1267,686580,4
30,360380,5
1329,739720,5
1836,209850,4
3416,1600,5
3183,599510,4
3514,328440,4
589,874380,5
1635,546030,1
184,560010,5
1322,204880,5
2295,454030,4
1385,389680,3
1599,213850,5
2019,374520,4
869,375180,2
2020,621070,4
1750,320410,5
1215,341910,3
1487,675950,5
1971,777620,1
3189,538920,4
1083,922880,5
2945,662780,2
2069,668610,5
1529,410990,2
1229,865170,2
2941,911060,4
3601,781290,4
3447,386070,5
915,769640,5
913,374450,5
749,556120,4
1173,1007080,5
3868,714570,4
3215,463800,3
3988,1006850,3
1512,317940,3
3913,569630,4
828,776510,5
194,765040,5
1521,606950,2
3767,665350,4
2918,924710,2
1802,977430,4
3216,1630,5
1314,554600,5
3045,716850,4
566,249190,2
1789,648350,4
3509,757200,4
1097,790930,3
3270,529610,4
3967,886900,5
3863,6080,4
3862,351480,2
533,544870,1
3074,744750,5
3103,262490,3
1198,794940,3
2533,311840,5
3779,47700,3
12,400180,4
3433,386640,5
1664,496730,5
1266,784000,2
848,329620,4
142,364970,4
1562,727460,5
3046,20540,5
541,445310,4
2671,1008800,5
858,485000,4
3720,1028570,4
1826,1049950,5
6,578870,5
2012,649630,5
787,289070,3
1148,993680,5
413,361160,1
2214,664120,3
771,867250,4
2030,536750,3
3312,492530,5
962,477730,2
2674,890220,5
2014,397770,4
3385,866100,1
1255,467890,4
2364,464350,1
3654,1014890,4
3615,973350,3
510,312450,5
2033,593490,4
3909,388900,4
2112,24790,4
382,893050,4
416,397180,4
2886,613120,5
2292,310070,5
310,688500,2
996,292330,3
1776,648750,4
2853,477170,4
3761,361130,5
1377,394450,2
2273,360650,3
2952,260380,4
3601,844490,3
576,567340,3
3698,983820,4
2592,275530,3
1652,944640,4
3858,635200,1
1539,547520,5
993,327670,1
2047,1017080,1
632,450850,4
739,200550,4
